item_id,kud_column,knowledge_type,assessment_route,content,source_block_id,source_excerpt,classification_stability,underspecification_flag,rationale
blk_0315,HALTED,,,"Describe the facts, Interpretations issue, holding, reasoning, decision, and majority opinion of required of Federalism",blk_0315,"L723-728: Describe the facts, Interpretations issue, holding, reasoning, decision, and majority opinion of required of Federalism",,,"classification_unreliable: no signature achieved 2/3 agreement across runs; observed signatures: [('items', (('do_skill', 'Type 1'), ('do_skill', 'Type 2'))), ('items', (('do_skill', 'Type 2'), ('know', 'Type 1'))), ('items', (('do_skill', 'Type 1'), ('know', 'Type 1')))]"
blk_0316,HALTED,,,Supreme Court cases.,blk_0316,L729: Supreme Court cases.,,,severe_underspecification: meta_or_nonteachable
blk_0317,HALTED,,,Required Course Content OPTIONAL READINGS AND,blk_0317,L730: Required Course Content OPTIONAL READINGS AND,,,severe_underspecification: meta_or_nonteachable
blk_0320,HALTED,,,§,blk_0320,L733: §,,,severe_underspecification: meta_or_nonteachable
blk_0321,HALTED,,,"Daniel Elazar, “Opening the Third Century of",blk_0321,"L734-735: Daniel Elazar, “Opening the Third Century of",,,severe_underspecification: meta_or_nonteachable
blk_0323,HALTED,,,American Federalism:,blk_0323,L737: American Federalism:,,,severe_underspecification: meta_or_nonteachable
blk_0324,HALTED,,,"Issues and Prospects,”",blk_0324,"L738: Issues and Prospects,”",,,severe_underspecification: meta_or_nonteachable
blk_0326,HALTED,,,Annals of the American,blk_0326,L740: Annals of the American,,,severe_underspecification: meta_or_nonteachable
blk_0327,HALTED,,,Academy of Political,blk_0327,L741: Academy of Political,,,severe_underspecification: meta_or_nonteachable
blk_0328,HALTED,,,Explain how the balance The Due Process and Equal Protection Clauses and Social Science of power between national of the Fourteenth Amendment give the national (1990) and state governments has government the power to enforce protections §,blk_0328,L742-747: Explain how the balance The Due Process and Equal Protection Clauses and Social Science of power between national of the Fourteenth Amendment give the national (1990) and state governments has government the power to enforce protections §,,,"severe_underspecification: The source block is malformed and incoherent. It appears to be a corrupted or incomplete merge of multiple fragments: 'Explain how the balance...of power between national and state governments has [been affected by]...The Due Process and Equal Protection Clauses...give the national government the power to enforce protections.' The syntax is broken ('The Due Process and Equal Protection Clauses and Social Science of power between national (1990) and state governments'), making it impossible to identify a coherent propositional claim, analytical task, or sustained orientation. No teachable destination can be operationalised from this text."
blk_0329,HALTED,,,"New Deal legislation changed over time based for any person against the states, but Supreme § on interpretations of the Court interpretations can influence the extent",blk_0329,"L748-751: New Deal legislation changed over time based for any person against the states, but Supreme § on interpretations of the Court interpretations can influence the extent",,,"severe_underspecification: The source block is syntactically incoherent and contains no identifiable propositional claim, causal relationship, concept, skill, or sustained orientation that could be operationalised through assessment. The text appears to be corrupted or incomplete (e.g. 'changed over time based for any person against the states, but Supreme § on interpretations of the Court interpretations can influence the extent' lacks grammatical structure and semantic coherence). No teachable destination can be inferred."
blk_0330,HALTED,,,Defense of Marriage,blk_0330,L752: Defense of Marriage,,,severe_underspecification: meta_or_nonteachable
blk_0331,HALTED,,,Supreme Court of the United of those protections.,blk_0331,L753: Supreme Court of the United of those protections.,,,"severe_underspecification: Source block is a sentence fragment ('Supreme Court of the United of those protections.') that is incomplete, grammatically malformed, and contains no coherent propositional claim, concept, skill, or orientation that could be operationalised through assessment. It does not state what learners should know, understand, do, or enact. No teachable destination can be inferred."
blk_0332,HALTED,,,Act of 1996 and state marriage laws,blk_0332,L754-755: Act of 1996 and state marriage laws,,,"severe_underspecification: The source block is a navigation label or section heading with no propositional claim, procedural instruction, analytical task, or sustained orientation. It names two topics (Act of 1996 and state marriage laws) but contains no statement of what the learner should know, understand, do, or become. Without a verb phrase or declarative claim, no KUD item can be authored."
blk_0333,HALTED,,,States. EK 1.8.A.2 §,blk_0333,L756-757: States. EK 1.8.A.2 §,,,severe_underspecification: meta_or_nonteachable
blk_0334,HALTED,,,No Child Left Behind Act,blk_0334,L758: No Child Left Behind Act,,,severe_underspecification: meta_or_nonteachable
blk_0335,HALTED,,,"The Commerce Clause gives the national of 2001 government the power to regulate interstate § Violence Against commerce, but Supreme Court interpretations",blk_0335,"L759-764: The Commerce Clause gives the national of 2001 government the power to regulate interstate § Violence Against commerce, but Supreme Court interpretations",,,"severe_underspecification: The source block is incomplete and incoherent. It contains a fragmented propositional claim ('The Commerce Clause gives the national government the power to regulate interstate commerce') interrupted by an unrelated reference ('of 2001', 'Violence Against', '§') and an incomplete clause ('but Supreme Court interpretations' with no predicate or object). The text does not form a coherent teachable statement. It is unclear whether this is a corrupted data entry, a navigation artifact, or an incomplete draft. No valid KUD item can be authored from this fragment without substantial editorial reconstruction, which would violate the instruction not to invent content."
blk_0336,HALTED,,,Women Act of 1994 can influence the extent of this power.,blk_0336,L765-766: Women Act of 1994 can influence the extent of this power.,,,"severe_underspecification: The source block is a sentence fragment that names a legal instrument (Violence Against Women Act of 1994) and makes a causal claim about its influence on unspecified 'power', but provides no context, definition, or substantive content about what the Act is, what power is being referenced, how the influence operates, or what learners are expected to know or do with this information. Without the surrounding context (preceding sentences, section heading, learning objective), the fragment cannot be operationalised into a teachable claim—neither as propositional knowledge (what is the Act? what does it do?), nor as a skill (analyse what? in what situation?), nor as an orientation (what sustained behaviour is being developed?). The fragment is incomplete and non-standalone."
blk_0337,HALTED,,,and United States v.,blk_0337,L767: and United States v.,,,severe_underspecification: meta_or_nonteachable
blk_0339,HALTED,,,Morrison (2000),blk_0339,L769: Morrison (2000),,,severe_underspecification: meta_or_nonteachable
blk_0340,HALTED,,,The Necessary and Proper Clause gives AVAILABLE RESOURCES §,blk_0340,L770-771: The Necessary and Proper Clause gives AVAILABLE RESOURCES §,,,"severe_underspecification: The source block is a section heading with a symbol marker (§) and contains no propositional claim, no analytical framework, no observable behaviour, and no operational criteria. It names a constitutional clause and a concept ('available resources') but makes no substantive statement about what learners should know, understand, or do with this content. Without a predicate or explanatory clause, there is no teachable destination that could be assessed."
blk_0341,HALTED,,,Congress the power to make laws related,blk_0341,L772: Congress the power to make laws related,,,"severe_underspecification: The source block is a sentence fragment ('Congress the power to make laws related') that is incomplete and contains no coherent propositional claim, no skill descriptor, and no observable orientation. It cannot be operationalised as a learning target through any assessment route. The fragment appears to be a corrupted or truncated heading label rather than substantive teachable content."
blk_0342,HALTED,,,"Classroom Resources > to carrying out its enumerated powers, but ◆ Analytical Reading",blk_0342,"L773-776: Classroom Resources > to carrying out its enumerated powers, but ◆ Analytical Reading",,,severe_underspecification: meta_or_nonteachable
blk_0344,HALTED,,,Amendment to the,blk_0344,L780: Amendment to the,,,severe_underspecification: meta_or_nonteachable
blk_0346,HALTED,,,United States) ◆,blk_0346,L782-783: United States) ◆,,,severe_underspecification: meta_or_nonteachable
blk_0348,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 47,blk_0348,L793: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 47,,,severe_underspecification: meta_or_nonteachable
blk_0349,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0349,L794-795: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0351,HALTED,,,Foundations of American Democracy 1,blk_0351,L798-799: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0354,HALTED,,,Argumentation,blk_0354,L802: Argumentation,,,severe_underspecification: meta_or_nonteachable
blk_0355,HALTED,,,Federalism in Action 5.B,blk_0355,L803-804: Federalism in Action 5.B,,,severe_underspecification: meta_or_nonteachable
blk_0357,HALTED,,,AVAILABLE RESOURCES Required Course Content §,blk_0357,L808-809: AVAILABLE RESOURCES Required Course Content §,,,severe_underspecification: meta_or_nonteachable
blk_0358,HALTED,,,"Classroom Resources > ◆ Federalism, the Commerce",blk_0358,"L810-813: Classroom Resources > ◆ Federalism, the Commerce",,,severe_underspecification: meta_or_nonteachable
blk_0359,HALTED,,,"Clause, and the LEARNING OBJECTIVE ESSENTIAL KNOWLEDGE Tenth Amendment",blk_0359,"L814-815: Clause, and the LEARNING OBJECTIVE ESSENTIAL KNOWLEDGE Tenth Amendment",,,severe_underspecification: meta_or_nonteachable
blk_0364,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 48,blk_0364,L826: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 48,,,severe_underspecification: meta_or_nonteachable
blk_0365,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0365,L827-828: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
